,date,likes,reposts,views,comments,text
46719,1677770950,31,43,7255,0,"Атласные платья с открытой спинкой 💕

2390₽"
46718,1677765518,26,47,17578,0,"Джинсовый комплект с юбкой 💙

2450₽"
46713,1677747081,84,81,18938,0,"Атласные тройные комплекты 🌙

2550₽"
46710,1677720120,13,14,6369,0,"Серебряный комплект белья с поясом 💙

1790₽"
46709,1677709440,36,29,12181,0,"Большие пижамные комплекты 🌙

2390₽"
46708,1677703500,52,43,12859,0,"Нежное платье в стиле бэби-долл 😍

2890₽"
46707,1677694440,45,17,7851,0,"Изящный комплект белья 💘

1790₽"
46700,1677678959,46,33,13854,0,"Комплект белья в горошек 🤍

1690₽"
46698,1677670241,63,55,9116,0,"Костюм с принтом зебры ✨

2690₽"
46697,1677641741,201,122,38758,11,"Шифоновое платье с леопардовым принтом 💛

2550₽"
46694,1677610080,36,23,13989,0,"Кружевные кремовые комплекты ✨

1690₽"
46688,1677590309,32,35,8732,0,"Шикарный комплект с поясом для белья 💐

1690₽"
46685,1677582632,131,104,23792,2,"Хлопковые комплекты с рубашкой 💕

2590₽"
46684,1677546240,35,20,6573,0,"Шикарные комплекты с поясом 🌹

1790₽"
46683,1677538080,28,6,7718,0,Плотные рубашки в клеточку 🌙
46682,1677530520,39,45,14185,0,"Серебряный комплект белья с поясом ❤️

1590₽"
46674,1677515694,78,64,25416,0,"Джинсовые платья с поясом ✨

2790₽"
46673,1677500174,64,46,13500,4,"Хлопковые платья с объёмными рукавами 💙

2390₽"
46667,1677458880,88,66,27511,0,"Джинсы с ассиметричным поясом 💘

2350₽"
46665,1677443280,21,16,13357,0,"Кремовые кружевные комплекты ❤️

1690₽"
46659,1677427196,85,58,17198,0,"Дизайнерские платья в врнтажном стиле 💛

2790₽"
46657,1677422702,51,36,9283,1,"Комплекты белья в сеточку 💛

1550₽"
46656,1677337772,58,64,17300,0,"Комплект с шортами из смесового льна 🦄

2590₽"
46654,1677317960,102,55,25138,0,"Комплект белья в горошек 😍 
 
1690₽"
46653,1677303720,29,48,10323,0,"Хлопковый комплект с шортами 🌙

2550₽"
46651,1677295680,60,18,17643,3,Платье-миди с принтом в витнажном стиле 🌈
46650,1677287640,35,43,9662,0,Подборка белых купальников до 1690₽ 💜
46649,1677280800,57,44,16555,0,"Нежный комплект из цветочного кружева 💕

1690₽"
46646,1677267123,42,32,16041,0,"Трикотажные костюмы с контрастной полоской 💔

3390₽"
46639,1677251745,75,54,16693,0,"Нежные муслиновые платья 💛

2550₽"
46638,1677241813,65,53,18971,0,"Изумрудный брючный костюм 💘

2690₽"
46635,1677216480,200,123,35974,0,"Хлопковое белое платье в винтажном стиле 🤍

2390₽"
46634,1677208320,30,27,14413,0,"Платья с принтом в кантри стиле 💛

2550₽"
46633,1677199440,14,16,8558,0,"Лиловые кружевные комплекты с поясом 💘

1690₽"
46632,1677191880,47,52,15303,1,"Хлопковые комплекты с шортами 🌙

2550₽"
46627,1677183583,75,70,18530,0,"Атласные комплекты с юбочкой ✨

1790₽"
46626,1677177751,36,29,7674,0,Джинсовые комплекты за 2390₽ ❤️
46623,1677170700,9,1,9038,0,"Весна - время обновлений! Преображайтесь вместе с Francesco Donni!

Новая коллекция одежды и обуви уже в продаже. Трендовые цвета, актуальные фасоны и смелые дизайнерские решения. Все для стильных образов в одном магазине.

Посмотрите всю коллекцию у нас в сообществе: https://vk.com/francescodonniru"
46622,1677169889,92,62,20435,2,"Комплект белья с корсетным лифом 💙

1790₽"
46620,1677157834,58,42,14202,0,"Трикотажные платья со шнуровкой на спинке 💐 
 
1890₽"
46613,1677131280,50,48,13267,0,"Кружевной комплект лазурного цвета 🌙

1590₽"
46612,1677120240,18,5,9797,2,"Бархатные платья с воротничком 🌹

2590₽"
46611,1677113160,27,32,8233,0,"Купальники ассиметричного кроя 🌴

1590₽"
46610,1677104400,49,45,13661,0,"Трикотажные костюмы с широкими брюками✨

3350₽"
46605,1677096891,39,34,12477,0,"Шикарные комплекты белья с поясом ❤️

1790₽"
46604,1677085723,23,34,10576,0,"Куртки с отворотом из эко-кожи ✨

2890₽"
46601,1677059820,32,25,8226,0,"Приталенные платья с открытыми плечами❤

2590₽"
46600,1677054371,25,17,10663,0,"Ярусное платье с цветочным принтом 💙

2390₽"
46598,1677039240,21,23,7548,0,"Платье с белым воротничком и подолом 🌈

2550₽"
46597,1677030240,18,20,12113,0,"Лаконичный свитер в полосочку 🦄

1890₽"
46596,1677022080,46,55,10965,0,"Тройные атласные комплекты для дома 🐥

2550₽"
46594,1677010440,57,37,12329,1,"Тройной нежно-розовый комплект белья 💔

1790₽"
46584,1676994566,74,63,15625,0,"Юбка на запахе чернильного цвета 💫 
 
1590₽"
46583,1676978458,38,51,17359,0,"Атласные комплекты с юбкой 💜

1790₽"
46579,1676958202,57,31,18134,0,"Кремовое платье из фатина в горошек ❤️

2390₽"
46577,1676952120,264,352,61461,1,Дизайнерские джинсовые комплекты за 2390₽ 💫
46576,1676945520,91,93,27212,0,"Купальники с высокой посадкой 🌼

1550₽"
46575,1676934480,51,43,14405,0,"Хлопковый костюм с шортами 💔

2550₽"
46574,1676923440,280,189,58793,4,"Комплект белья в горошек 😍

1690₽"
46569,1676918515,20,18,13787,1,"Костюмы с контрастным краем ⛅

3250₽"
46567,1676905919,38,33,14133,0,"Стильные скрученные топы ✨ 
 
1390₽"
46563,1676891299,41,37,12285,0,"Изящные пудровые платья бэби-долл 💐 
 
2890₽"
46560,1676873520,51,26,14034,6,"Идеальное белое платье с вырезом 💔

2390₽"
46559,1676865840,81,66,14814,1,"Муслиновый комплект молочного цвета 🌙

2550₽"
46557,1676848440,23,36,11145,0,"Кружевной комплект белья с поясом 💐

1790₽"
46552,1676836868,144,141,22806,0,"Хлопковые комплекты с шортами 💫

2590₽"
46549,1676831658,21,16,7036,0,"Комплекты белья с поясом 🥰

1690₽"
46546,1676823763,54,29,17109,0,"Брюки с разрезами цвета тиффани 💙

1950₽"
46545,1676814810,144,103,24587,2,"Хлопковые комплекты с шортами ❤️

2390₽"
46543,1676798880,16,9,7522,0,"Хлопковые платья-бандо с вышивкой ришелье 💫

2250₽"
46542,1676792040,160,153,34185,0,"Трикотажные платья со шнуровкой на спинке 💐
 
1890₽"
46537,1676787708,289,245,59123,4,"Тройной нежно-розовый комплект белья 💔

1790₽"
46525,1676721566,33,22,15354,2,"Трикотажные платья с открытыми плечами ❤️

2590₽"
46524,1676714194,56,47,15907,0,"Шикарные комплекты белья с поясом 💫

1690₽"
46521,1676698439,9,16,6980,0,"Джинсовые комплекты с шортами 💙

2350₽"
46512,1676610240,19,8,7493,0,"Платье с принтом в винтажном стиле 💐

2550₽"
46511,1676599680,30,31,11002,0,"Платье-свитер в полосочку на молнии 🌸

2390₽"
46510,1676590680,28,36,8779,0,"Тройной купальник с высокой посадкой 🌴

1690₽"
46506,1676580634,35,35,10657,2,"Комплект с юбкой и джемпером ❤️

3290₽"
46503,1676562054,20,22,12509,0,"Боди с ассиметричным вырезом 💫

1550₽"
46502,1676538523,43,20,10823,2,"Джинсы с высокой посадкой на 4- пуговицах ✨

2250₽"
